CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml,canonical_smiles
2876-78-0,Methyl naphthalene-1-acetate,0.97,1.142,100,DCM,300,10/1,15,2023-10-24_20-34-32.xlsx,Silica-CS 25g,4451.0,6543.0,COC(=O)CC1=CC=CC2=CC=CC=C21,4451.0,6543.0,316,fe8ad13d94ee1da30b58,keep,,,verified_t1_t2,55.6375,81.7875,COC(=O)Cc1cccc2ccccc12
2876-78-0,Methyl naphthalene-1-acetate,0.97,1.142,100,DCM,300,20/1,15,2023-10-24_20-53-18.xlsx,Silica-CS 25g,6936.0,10097.0,COC(=O)CC1=CC=CC2=CC=CC=C21,6936.0,10097.0,317,ff647c7518ca5e176370,keep,,,verified_t1_t2,86.7,126.2125,COC(=O)Cc1cccc2ccccc12
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,0.97,1.26,100,DCM,300,0/1,15,2023-10-25_15-12-38.xlsx,Silica-CS 25g,1365.0,1767.0,CC(C(=O)OC(C)(C)C)Br,1365.0,1767.0,318,f82dabcdc564d45e40f8,keep,,,verified_t1_t2,17.0625,22.0875,CC(Br)C(=O)OC(C)(C)C
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,0.97,1.26,100,DCM,300,1/1,15,2023-10-25_15-18-01.xlsx,Silica-CS 25g,1528.0,2050.0,CC(C(=O)OC(C)(C)C)Br,1528.0,2050.0,319,43e4411ef429ef65e1af,keep,,,verified_t1_t2,19.1,25.625,CC(Br)C(=O)OC(C)(C)C
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,0.97,1.26,100,DCM,300,2/1,15,2023-10-25_15-23-29.xlsx,Silica-CS 25g,1595.0,2147.0,CC(C(=O)OC(C)(C)C)Br,1595.0,2147.0,320,978b46204d8cbdb3fd85,keep,,,verified_t1_t2,19.9375,26.8375,CC(Br)C(=O)OC(C)(C)C
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,0.97,1.26,100,DCM,300,5/1,15,2023-10-25_15-29-22.xlsx,Silica-CS 25g,1666.0,2397.0,CC(C(=O)OC(C)(C)C)Br,1666.0,2397.0,321,49043a280b8e5800e987,keep,,,verified_t1_t2,20.825,29.9625,CC(Br)C(=O)OC(C)(C)C
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,0.97,1.26,100,DCM,300,10/1,15,2023-10-25_15-35-55.xlsx,Silica-CS 25g,1726.0,2771.0,CC(C(=O)OC(C)(C)C)Br,1726.0,2771.0,322,fc65f667c1765345d720,keep,,,verified_t1_t2,21.575,34.6375,CC(Br)C(=O)OC(C)(C)C
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,0.97,1.26,100,DCM,300,20/1,15,2023-10-25_15-41-54.xlsx,Silica-CS 25g,2562.0,3289.0,CC(C(=O)OC(C)(C)C)Br,2562.0,3289.0,323,6fae73851dfb88fca436,keep,,,verified_t1_t2,32.025,41.1125,CC(Br)C(=O)OC(C)(C)C
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,0/1,15,2023-10-25_15-59-41.xlsx,Silica-CS 25g,1391.0,2830.0,CC1=C(C(=CC=C1)C=O)Br,1391.0,2830.0,324,b08be81dd198aec3424c,keep,,,verified_t1_t2,17.3875,35.375,Cc1cccc(C=O)c1Br
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,1/1,15,2023-10-25_16-05-48.xlsx,Silica-CS 25g,1585.0,2549.0,CC1=C(C(=CC=C1)C=O)Br,1585.0,2549.0,325,65457bd44c1b5b7e10f1,keep,,,verified_t1_t2,19.8125,31.8625,Cc1cccc(C=O)c1Br
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,2/1,15,2023-10-25_16-12-25.xlsx,Silica-CS 25g,1726.0,2825.0,CC1=C(C(=CC=C1)C=O)Br,1726.0,2825.0,326,56868df74e648402db36,keep,,,verified_t1_t2,21.575,35.3125,Cc1cccc(C=O)c1Br
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,5/1,15,2023-10-25_16-19-48.xlsx,Silica-CS 25g,1954.0,3285.0,CC1=C(C(=CC=C1)C=O)Br,1954.0,3285.0,327,6d4a2e2deb2d0a83321c,keep,,,verified_t1_t2,24.425,41.0625,Cc1cccc(C=O)c1Br
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,10/1,15,2023-10-25_16-28-01.xlsx,Silica-CS 25g,2276.0,3771.0,CC1=C(C(=CC=C1)C=O)Br,2276.0,3771.0,328,b64cd3cdc230bee535cc,keep,,,verified_t1_t2,28.45,47.1375,Cc1cccc(C=O)c1Br
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,20/1,15,2023-10-25_16-37-19.xlsx,Silica-CS 25g,2769.0,4427.0,CC1=C(C(=CC=C1)C=O)Br,2769.0,4427.0,329,e7bd5b88abdf228807a4,keep,,,verified_t1_t2,34.6125,55.3375,Cc1cccc(C=O)c1Br
109179-31-9,2-Bromo-3-methylbenzaldehyde,0.98,1.49,100,DCM,300,50/1,15,2023-10-25_16-49-28.xlsx,Silica-CS 25g,3764.0,6102.0,CC1=C(C(=CC=C1)C=O)Br,3764.0,6102.0,330,8020ab1644ce2e695c4f,keep,,,verified_t1_t2,47.05,76.275,Cc1cccc(C=O)c1Br
174265-12-4,2-Bromo-5-chlorobenzaldehyde,0.98,1.698,100,DCM,300,0/1,15,2023-10-25_17-16-38.xlsx,Silica-CS 25g,1366.0,2484.0,C1=CC(=C(C=C1Cl)C=O)Br,1366.0,2484.0,331,e108208f98006381b05d,keep,,,verified_t1_t2,17.075,31.05,O=Cc1cc(Cl)ccc1Br
174265-12-4,2-Bromo-5-chlorobenzaldehyde,0.98,1.698,100,DCM,300,1/1,15,2023-10-25_17-22-31.xlsx,Silica-CS 25g,1520.0,2371.0,C1=CC(=C(C=C1Cl)C=O)Br,1520.0,2371.0,332,8e8910330b0b2dd08bef,keep,,,verified_t1_t2,19.0,29.6375,O=Cc1cc(Cl)ccc1Br
174265-12-4,2-Bromo-5-chlorobenzaldehyde,0.98,1.698,100,DCM,300,5/1,15,2023-10-25_18-19-48.xlsx,Silica-CS 25g,1600.0,2727.0,C1=CC(=C(C=C1Cl)C=O)Br,1600.0,2727.0,334,b6ae7b5d128d8cc0f118,keep,,,verified_t1_t2,20.0,34.0875,O=Cc1cc(Cl)ccc1Br
174265-12-4,2-Bromo-5-chlorobenzaldehyde,0.98,1.698,100,DCM,300,10/1,15,2023-10-25_19-00-47.xlsx,Silica-CS 25g,1954.0,3463.0,C1=CC(=C(C=C1Cl)C=O)Br,1954.0,3463.0,335,aea2da371ad43babb78d,keep,,,verified_t1_t2,24.425,43.2875,O=Cc1cc(Cl)ccc1Br
174265-12-4,2-Bromo-5-chlorobenzaldehyde,0.98,1.698,100,DCM,300,20/1,15,2023-10-25_19-09-15.xlsx,Silica-CS 25g,2045.0,3908.0,C1=CC(=C(C=C1Cl)C=O)Br,2045.0,3908.0,336,d50d2170a2cc4587a2b3,keep,,,verified_t1_t2,25.5625,48.85,O=Cc1cc(Cl)ccc1Br
174265-12-4,2-Bromo-5-chlorobenzaldehyde,0.98,1.698,100,DCM,300,50/1,15,2023-10-25_19-19-33.xlsx,Silica-CS 25g,2254.0,5021.0,C1=CC(=C(C=C1Cl)C=O)Br,2254.0,5021.0,337,4f45e3c652cf2e8ff904,keep,,,verified_t1_t2,28.175,62.7625,O=Cc1cc(Cl)ccc1Br
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,0/1,15,2023-10-25_20-01-50.xlsx,Silica-CS 25g,1430.0,1931.0,COC(=O)CC1=CC=C(C=C1)Br,1430.0,1931.0,338,731b59f58625f7180e87,keep,,,verified_t1_t2,17.875,24.1375,COC(=O)Cc1ccc(Br)cc1
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,1/1,15,2023-10-25_20-07-52.xlsx,Silica-CS 25g,1884.0,2464.0,COC(=O)CC1=CC=C(C=C1)Br,1884.0,2464.0,339,078fe54a23eadda27aa7,keep,,,verified_t1_t2,23.55,30.8,COC(=O)Cc1ccc(Br)cc1
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,2/1,15,2023-10-25_20-14-50.xlsx,Silica-CS 25g,2305.0,3047.0,COC(=O)CC1=CC=C(C=C1)Br,2305.0,3047.0,340,9cd51ee1f8f3754b1b07,keep,,,verified_t1_t2,28.8125,38.0875,COC(=O)Cc1ccc(Br)cc1
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,5/1,15,2023-10-25_20-24-03.xlsx,Silica-CS 25g,3287.0,4367.0,COC(=O)CC1=CC=C(C=C1)Br,3287.0,4367.0,341,41df2f1f9ddad2bc67a7,keep,,,verified_t1_t2,41.0875,54.5875,COC(=O)Cc1ccc(Br)cc1
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,10/1,15,2023-10-25_20-36-42.xlsx,Silica-CS 25g,4844.0,6429.0,COC(=O)CC1=CC=C(C=C1)Br,4844.0,6429.0,342,aca70a7c559b4d68e5a3,keep,,,verified_t1_t2,60.55,80.3625,COC(=O)Cc1ccc(Br)cc1
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,20/1,15,2023-10-25_20-55-03.xlsx,Silica-CS 25g,7464.0,9847.0,COC(=O)CC1=CC=C(C=C1)Br,7464.0,9847.0,343,c566acd79319547c8df3,keep,,,verified_t1_t2,93.3,123.0875,COC(=O)Cc1ccc(Br)cc1
41841-16-1,Methyl 4-bromophenylacetate,0.98,1.445,100,PE,300,50/1,15,2023-10-25_21-40-59.xlsx,Silica-CS 25g,14029.0,18403.0,COC(=O)CC1=CC=C(C=C1)Br,14029.0,18403.0,344,d38942fdfcfeab48456c,keep,,,verified_t1_t2,175.3625,230.0375,COC(=O)Cc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,0/1,15,2023-10-26_09-48-18.xlsx,Silica-CS 25g,1335.0,1974.0,COC1=CC=C(C=C1)Br,1335.0,1974.0,345,cfcd7dbd8878dfa5726b,keep,,,verified_t1_t2,16.6875,24.675,COc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,1/1,15,2023-10-26_09-54-10.xlsx,Silica-CS 25g,1612.0,2356.0,COC1=CC=C(C=C1)Br,1612.0,2356.0,346,fa86be296824a32513bf,keep,,,verified_t1_t2,20.15,29.45,COc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,2/1,15,2023-10-26_10-00-23.xlsx,Silica-CS 25g,1764.0,2555.0,COC1=CC=C(C=C1)Br,1764.0,2555.0,347,68d3e9c2b1acf75c6630,keep,,,verified_t1_t2,22.05,31.9375,COc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,5/1,15,2023-10-26_10-07-20.xlsx,Silica-CS 25g,2060.0,3024.0,COC1=CC=C(C=C1)Br,2060.0,3024.0,348,0af769fe481b9f9076c1,keep,,,verified_t1_t2,25.75,37.8,COc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,10/1,15,2023-10-26_10-15-07.xlsx,Silica-CS 25g,2377.0,3540.0,COC1=CC=C(C=C1)Br,2377.0,3540.0,349,c5051b891d9f8cee935a,keep,,,verified_t1_t2,29.7125,44.25,COc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,20/1,15,2023-10-26_10-23-55.xlsx,Silica-CS 25g,2752.0,4119.0,COC1=CC=C(C=C1)Br,2752.0,4119.0,350,17314dc24c8932aac22d,keep,,,verified_t1_t2,34.4,51.4875,COc1ccc(Br)cc1
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,50/1,15,2023-10-26_10-34-25.xlsx,Silica-CS 25g,3405.0,5102.0,COC1=CC=C(C=C1)Br,3405.0,5102.0,351,cc6600640943599e063f,keep,,,verified_t1_t2,42.5625,63.775,COc1ccc(Br)cc1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,0/1,15,2023-10-26_10-47-59.xlsx,Silica-CS 25g,1490.0,2035.0,C1=CC(=CC(=C1)Br)Cl,1490.0,2035.0,352,5795fbf644193e3e9faa,keep,,,verified_t1_t2,18.625,25.4375,Clc1cccc(Br)c1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,1/1,15,2023-10-26_10-53-21.xlsx,Silica-CS 25g,1490.0,2069.0,C1=CC(=CC(=C1)Br)Cl,1490.0,2069.0,353,2c304287e73957b3d37d,keep,,,verified_t1_t2,18.625,25.8625,Clc1cccc(Br)c1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,2/1,15,2023-10-26_10-58-48.xlsx,Silica-CS 25g,1568.0,2133.0,C1=CC(=CC(=C1)Br)Cl,1568.0,2133.0,354,5b425ca2d970c0f6b8c5,keep,,,verified_t1_t2,19.6,26.6625,Clc1cccc(Br)c1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,5/1,15,2023-10-26_11-04-30.xlsx,Silica-CS 25g,1637.0,2252.0,C1=CC(=CC(=C1)Br)Cl,1637.0,2252.0,355,64174d7a1f001186ef8f,keep,,,verified_t1_t2,20.4625,28.15,Clc1cccc(Br)c1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,10/1,15,2023-10-26_11-10-17.xlsx,Silica-CS 25g,1675.0,2331.0,C1=CC(=CC(=C1)Br)Cl,1675.0,2331.0,356,b2ba7e09e89de6c07022,keep,,,verified_t1_t2,20.9375,29.1375,Clc1cccc(Br)c1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,20/1,15,2023-10-26_11-32-26.xlsx,Silica-CS 25g,1737.0,2381.0,C1=CC(=CC(=C1)Br)Cl,1737.0,2381.0,357,261c92e7f50799e6e63c,keep,,,verified_t1_t2,21.7125,29.7625,Clc1cccc(Br)c1
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,50/1,15,2023-10-26_11-38-19.xlsx,Silica-CS 25g,1774.0,2392.0,C1=CC(=CC(=C1)Br)Cl,1774.0,2392.0,358,521e34c3d9f569a595ff,keep,,,verified_t1_t2,22.175,29.9,Clc1cccc(Br)c1
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,0/1,15,2023-10-26_11-50-52.xlsx,Silica-CS 25g,1275.0,1918.0,CC(C)C1=CC=CC=C1O,1275.0,1918.0,359,8867318897ccc6323467,keep,,,verified_t1_t2,15.9375,23.975,CC(C)c1ccccc1O
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,1/1,15,2023-10-26_11-56-34.xlsx,Silica-CS 25g,1524.0,2288.0,CC(C)C1=CC=CC=C1O,1524.0,2288.0,360,426a0d4d0d6972a92059,keep,,,verified_t1_t2,19.05,28.6,CC(C)c1ccccc1O
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,2/1,15,2023-10-26_12-02-47.xlsx,Silica-CS 25g,1746.0,2573.0,CC(C)C1=CC=CC=C1O,1746.0,2573.0,361,f57a62c842dca61c4f97,keep,,,verified_t1_t2,21.825,32.1625,CC(C)c1ccccc1O
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,5/1,15,2023-10-26_12-10-19.xlsx,Silica-CS 25g,2356.0,3390.0,CC(C)C1=CC=CC=C1O,2356.0,3390.0,362,2dbf678be0fce63f9462,keep,,,verified_t1_t2,29.45,42.375,CC(C)c1ccccc1O
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,10/1,15,2023-10-26_12-20-28.xlsx,Silica-CS 25g,3384.0,4932.0,CC(C)C1=CC=CC=C1O,3384.0,4932.0,363,4e0262f67007ef2c8d52,keep,,,verified_t1_t2,42.3,61.65,CC(C)c1ccccc1O
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,20/1,15,2023-10-26_12-35-58.xlsx,Silica-CS 25g,5416.0,8125.0,CC(C)C1=CC=CC=C1O,5416.0,8125.0,364,59d397039b86ac1daca8,keep,,,verified_t1_t2,67.7,101.5625,CC(C)c1ccccc1O
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,50/1,15,2023-10-26_13-08-23.xlsx,Silica-CS 25g,12327.0,18111.0,CC(C)C1=CC=CC=C1O,12327.0,18111.0,365,0d750bdf31cc828f10ca,keep,,,verified_t1_t2,154.0875,226.3875,CC(C)c1ccccc1O
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,0/1,15,2023-10-26_13-22-04.xlsx,Silica-CS 25g,1581.0,2174.0,CC1=CC=CC=C1C#N,1581.0,2174.0,366,1c750912dea6167ad9b7,keep,,,verified_t1_t2,19.7625,27.175,Cc1ccccc1C#N
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,1/1,15,2023-10-26_13-28-01.xlsx,Silica-CS 25g,1724.0,2410.0,CC1=CC=CC=C1C#N,1724.0,2410.0,367,c0dee8aa40031975857c,keep,,,verified_t1_t2,21.55,30.125,Cc1ccccc1C#N
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,2/1,15,2023-10-26_13-34-28.xlsx,Silica-CS 25g,1943.0,2732.0,CC1=CC=CC=C1C#N,1943.0,2732.0,368,4e56b6000bb346b5f126,keep,,,verified_t1_t2,24.2875,34.15,Cc1ccccc1C#N
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,5/1,15,2023-10-26_13-42-06.xlsx,Silica-CS 25g,2419.0,3418.0,CC1=CC=CC=C1C#N,2419.0,3418.0,369,c11997f2b5c6deed90cb,keep,,,verified_t1_t2,30.2375,42.725,Cc1ccccc1C#N
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,10/1,15,2023-10-26_13-51-04.xlsx,Silica-CS 25g,3007.0,4211.0,CC1=CC=CC=C1C#N,3007.0,4211.0,370,28c197a72ef54addca85,keep,,,verified_t1_t2,37.5875,52.6375,Cc1ccccc1C#N
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,20/1,15,2023-10-26_14-01-43.xlsx,Silica-CS 25g,3750.0,5224.0,CC1=CC=CC=C1C#N,3750.0,5224.0,371,66d90c1d1af78bba89d5,keep,,,verified_t1_t2,46.875,65.3,Cc1ccccc1C#N
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,50/1,15,2023-10-26_14-16-07.xlsx,Silica-CS 25g,5438.0,7463.0,CC1=CC=CC=C1C#N,5438.0,7463.0,372,f0ea5992144e54ec592a,keep,,,verified_t1_t2,67.975,93.2875,Cc1ccccc1C#N
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,0/1,15,2023-10-26_14-53-33.xlsx,Silica-CS 25g,1210.0,2235.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1210.0,2235.0,373,09e26fd89644d25719fd,keep,,,verified_t1_t2,15.125,27.9375,Brc1ccccc1-c1ccccc1
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,1/1,15,2023-10-26_14-59-25.xlsx,Silica-CS 25g,1468.0,2378.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1468.0,2378.0,374,e65cc3286768500fe79a,keep,,,verified_t1_t2,18.35,29.725,Brc1ccccc1-c1ccccc1
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,2/1,15,2023-10-26_15-05-32.xlsx,Silica-CS 25g,1598.0,2539.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1598.0,2539.0,375,a83028a9dd75cb6b37a7,keep,,,verified_t1_t2,19.975,31.7375,Brc1ccccc1-c1ccccc1
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,5/1,15,2023-10-26_15-11-59.xlsx,Silica-CS 25g,1707.0,2746.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1707.0,2746.0,376,41877fc6a8b0ba41f35e,keep,,,verified_t1_t2,21.3375,34.325,Brc1ccccc1-c1ccccc1
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,10/1,15,2023-10-26_15-18-47.xlsx,Silica-CS 25g,1806.0,2930.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1806.0,2930.0,377,69c20ca75d3002578673,keep,,,verified_t1_t2,22.575,36.625,Brc1ccccc1-c1ccccc1
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,20/1,15,2023-10-26_15-25-54.xlsx,Silica-CS 25g,1889.0,3129.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1889.0,3129.0,378,eb4e491949246f5131fb,keep,,,verified_t1_t2,23.6125,39.1125,Brc1ccccc1-c1ccccc1
2052-07-5,2-bromobiphenyl,0.97,1.352,100,PE,300,50/1,15,2023-10-26_15-33-27.xlsx,Silica-CS 25g,1992.0,3377.0,C1=CC=C(C=C1)C2=CC=CC=C2Br,1992.0,3377.0,379,24a97cd5f864bed6d3c3,keep,,,verified_t1_t2,24.9,42.2125,Brc1ccccc1-c1ccccc1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,0/1,15,2023-10-26_15-46-15.xlsx,Silica-CS 25g,1312.0,1966.0,CC1=C(C=CC(=C1)OC)Br,1312.0,1966.0,380,a79063764818124abd24,keep,,,verified_t1_t2,16.4,24.575,COc1ccc(Br)c(C)c1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,1/1,15,2023-10-26_15-51-57.xlsx,Silica-CS 25g,1568.0,2291.0,CC1=C(C=CC(=C1)OC)Br,1568.0,2291.0,381,40237e4553a8e4aebf25,keep,,,verified_t1_t2,19.6,28.6375,COc1ccc(Br)c(C)c1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,2/1,15,2023-10-26_15-58-00.xlsx,Silica-CS 25g,1683.0,2477.0,CC1=C(C=CC(=C1)OC)Br,1683.0,2477.0,382,ad9c20db94f8f8095ca0,keep,,,verified_t1_t2,21.0375,30.9625,COc1ccc(Br)c(C)c1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,5/1,15,2023-10-26_16-04-42.xlsx,Silica-CS 25g,1863.0,2865.0,CC1=C(C=CC(=C1)OC)Br,1863.0,2865.0,383,7f1c75b216e3d24b7ec2,keep,,,verified_t1_t2,23.2875,35.8125,COc1ccc(Br)c(C)c1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,10/1,15,2023-10-26_16-12-10.xlsx,Silica-CS 25g,2068.0,3308.0,CC1=C(C=CC(=C1)OC)Br,2068.0,3308.0,384,7a2902325d54e5c68fe5,keep,,,verified_t1_t2,25.85,41.35,COc1ccc(Br)c(C)c1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,20/1,15,2023-10-26_16-20-27.xlsx,Silica-CS 25g,5004.0,4993.0,CC1=C(C=CC(=C1)OC)Br,5004.0,4993.0,385,1ce1416b8f77c01b230b,keep,,t1_gt_t2,verified_t1_t2,62.55,62.4125,COc1ccc(Br)c(C)c1
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,50/1,15,2023-10-26_16-30-21.xlsx,Silica-CS 25g,2735.0,4790.0,CC1=C(C=CC(=C1)OC)Br,2735.0,4790.0,386,84e181caaa3c4c55f141,keep,,,verified_t1_t2,34.1875,59.875,COc1ccc(Br)c(C)c1
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,0/1,15,2023-10-26_16-53-57.xlsx,Silica-CS 25g,1241.0,1944.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1241.0,1944.0,387,85be6ad364dee19d2c56,keep,,,verified_t1_t2,15.5125,24.3,Brc1ccc(Br)c2ccccc12
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,1/1,15,2023-10-26_16-59-24.xlsx,Silica-CS 25g,1412.0,2141.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1412.0,2141.0,388,5463b83c37b0bfbc789c,keep,,,verified_t1_t2,17.65,26.7625,Brc1ccc(Br)c2ccccc12
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,2/1,15,2023-10-26_17-05-11.xlsx,Silica-CS 25g,1535.0,2334.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1535.0,2334.0,389,b06cd84a000d9cd87002,keep,,,verified_t1_t2,19.1875,29.175,Brc1ccc(Br)c2ccccc12
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,5/1,15,2023-10-26_17-10-59.xlsx,Silica-CS 25g,1515.0,2334.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1515.0,2334.0,390,761e675592e3a2067c75,keep,,,verified_t1_t2,18.9375,29.175,Brc1ccc(Br)c2ccccc12
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,10/1,15,2023-10-26_17-17-02.xlsx,Silica-CS 25g,1562.0,2460.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1562.0,2460.0,391,bc12a25f1a22d816c277,keep,,,verified_t1_t2,19.525,30.75,Brc1ccc(Br)c2ccccc12
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,20/1,15,2023-10-26_17-23-06.xlsx,Silica-CS 25g,1607.0,2481.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1607.0,2481.0,392,f9b1d6eaa166fb233e1e,keep,,,verified_t1_t2,20.0875,31.0125,Brc1ccc(Br)c2ccccc12
83-53-4,"1,4-dibromonaphthalene",0.98,1.8199,100,DCM,500,50/1,15,2023-10-26_17-29-14.xlsx,Silica-CS 25g,1667.0,2516.0,C1=CC=C2C(=C1)C(=CC=C2Br)Br,1667.0,2516.0,393,09c9551b7568602f1f84,keep,,,verified_t1_t2,20.8375,31.45,Brc1ccc(Br)c2ccccc12
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,0/1,15,2023-10-26_17-54-12.xlsx,Silica-CS 25g,1288.0,2150.0,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1288.0,2150.0,394,3311ca70c1d6cd5b1e09,keep,,,verified_t1_t2,16.1,26.875,CCCCCCCCCCCCc1cc(Br)sc1Br
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,1/1,15,2023-10-26_17-59-29.xlsx,Silica-CS 25g,1187.0,2000.0,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1187.0,2000.0,395,f29b74ebe526abe522f6,keep,,,verified_t1_t2,14.8375,25.0,CCCCCCCCCCCCc1cc(Br)sc1Br
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,2/1,15,2023-10-26_18-04-45.xlsx,Silica-CS 25g,3198.0,3191.0,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,3198.0,3191.0,396,185cd08977c202e4dd26,keep,,t1_gt_t2,verified_t1_t2,39.975,39.8875,CCCCCCCCCCCCc1cc(Br)sc1Br
