column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error,compounds,eligible
25g,compound,769539383,50,52,mass_normalized_column_conditioned,V2,EA,high,,,,19,13.06633549133714,11.318681842105265,10.813454,,
25g,compound,769539383,50,52,mass_normalized_column_conditioned,V1,flow_ml_min,15,,,,111,34.745358026985926,16.75322560630631,6.341842,16.0,True
25g,compound,769539383,50,52,mass_normalized_column_conditioned,V2,flow_ml_min,15,,,,111,52.581318258886434,26.543668864864866,13.445062,16.0,True
25g,compound,769539383,70,70,scale_only,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,6.1322838740745365,5.5733386220882055,5.383343791195543,,
25g,compound,769539383,70,70,scale_only,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,11.744504786463128,9.399060088891297,8.504520397467264,,
25g,compound,769539383,70,70,scale_only,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,22.283814825330982,13.7378387691358,7.134788572994097,,
25g,compound,769539383,70,70,scale_only,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,34.950074635612346,25.02750628262157,19.881026739006955,,
25g,compound,769539383,70,70,scale_only,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,10.202849302491801,9.391129261659561,9.241771928410767,,
25g,compound,769539383,70,70,scale_only,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,11.286573149909094,6.947230587607138,5.336116428449547,,
25g,compound,769539383,70,70,scale_only,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,22.86434950390831,14.495300825168261,7.988386962075538,,
25g,compound,769539383,70,70,scale_only,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,35.31632748649082,26.604347338769983,21.047810398795065,,
25g,compound,769539383,70,70,scale_only,V1,EA,low,,,,39,22.837278255240836,13.589408670301827,6.933548895978067,,
25g,compound,769539383,70,70,scale_only,V1,EA,mid,,,,53,10.531956289760402,8.306834161513406,6.817677799841366,,
25g,compound,769539383,70,70,scale_only,V1,EA,high,,,,19,9.427737537578087,8.97875243432168,9.241771928410767,,
25g,compound,769539383,70,70,scale_only,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,9.814885086130653,8.224842758873546,7.119456523016364,,
25g,compound,769539383,70,70,scale_only,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,13.739706690806582,12.433416486358906,13.478428030795904,,
25g,compound,769539383,70,70,scale_only,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,40.749053497188775,29.346674964910186,23.268738866319183,,
25g,compound,769539383,70,70,scale_only,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,55.98658371344096,41.83114033565334,28.335464696013197,,
25g,compound,769539383,70,70,scale_only,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,12.377041906944454,11.255476036228595,11.405830354589483,,
25g,compound,769539383,70,70,scale_only,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,15.37648603177304,12.316743007242266,9.85579519674144,,
25g,compound,769539383,70,70,scale_only,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,38.618767626905246,26.200956393909873,18.467051988422043,,
25g,compound,769539383,70,70,scale_only,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,62.639333220971196,50.19223951139486,51.72416646558231,,
25g,compound,769539383,70,70,scale_only,V2,EA,low,,,,39,34.65461485917228,22.76407074036344,17.458467559813116,,
25g,compound,769539383,70,70,scale_only,V2,EA,mid,,,,53,18.956824030102965,13.751396267024639,9.86985859406056,,
25g,compound,769539383,70,70,scale_only,V2,EA,high,,,,19,13.983946940909414,11.841301587189863,10.623667125579324,,
25g,compound,769539383,70,70,scale_only,V1,flow_ml_min,15,,,,111,15.856264225792897,10.277886891478317,7.175987805736316,16.0,True
25g,compound,769539383,70,70,scale_only,V2,flow_ml_min,15,,,,111,25.040212339837662,16.59105847912691,11.699352173380376,16.0,True
25g,compound,769539383,70,70,local_identity_shrinkage,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,4.390464070487631,2.663782573472093,1.5703391108482982,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,10.524490231844204,6.475546485561516,4.554133937016598,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,20.182960848311335,12.947889440251632,6.447903778400821,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,31.106519055427743,22.781559147643062,17.287585929291765,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.543168723846097,5.1109520214562805,4.011325060891753,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,11.043214529292541,5.033741625583616,2.586471356314174,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,21.077321569870264,14.290567944466728,8.923536348704602,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,30.00643436459359,22.877423894481822,17.745135345207906,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,EA,low,,,,39,21.26679091997805,12.493497504443424,5.126645315307584,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,EA,mid,,,,53,9.094086937224933,6.272321152083949,4.554133937016598,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,EA,high,,,,19,5.189565451371354,4.443434481684335,3.756457240971951,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,10.711025197934372,7.875653411091587,6.893321406417112,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,9.53281012909676,7.621479447403092,6.158304577876059,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,36.16170840156102,26.65318954084433,22.02746072885428,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,48.10522385221597,36.485532318354906,33.84973354596437,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,6.612082246641013,5.6980734713471435,4.852587764110368,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,13.020577933592229,10.139235787911371,8.351528153010534,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,35.07668871911742,25.24305465443148,18.046134065082086,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,53.178346352493506,41.968319031697064,47.00082712457289,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,EA,low,,,,39,29.130318955812008,19.220452634793123,11.334529582740252,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,EA,mid,,,,53,18.0569132942258,11.370024244727059,6.396279013913308,,
25g,compound,769539383,70,70,local_identity_shrinkage,V2,EA,high,,,,19,12.647182629157522,8.829711951529688,6.9553130776836944,,
25g,compound,769539383,70,70,local_identity_shrinkage,V1,flow_ml_min,15,,,,111,14.24803060833805,8.145087197168875,4.554133937016598,16.0,True
25g,compound,769539383,70,70,local_identity_shrinkage,V2,flow_ml_min,15,,,,111,21.93649298056364,13.69345463789666,7.550007298372883,16.0,True
25g,compound,769539383,70,70,conditional_EA,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,4.422481553276077,3.4695053415204193,2.497286885392981,,
25g,compound,769539383,70,70,conditional_EA,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,9.387508336857662,5.789388456844769,4.631014162849791,,
25g,compound,769539383,70,70,conditional_EA,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,21.148957960429666,13.773645973435084,8.687385147078999,,
25g,compound,769539383,70,70,conditional_EA,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,32.288303155748316,23.327663694449484,11.506185717571597,,
25g,compound,769539383,70,70,conditional_EA,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.5207470745563105,4.761405653197475,4.5115815369115975,,
25g,compound,769539383,70,70,conditional_EA,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,11.424364795644145,5.768962257263612,4.0201307065230445,,
25g,compound,769539383,70,70,conditional_EA,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,21.22271825224771,14.368527534624343,8.749330511999801,,
25g,compound,769539383,70,70,conditional_EA,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,31.020981822559044,23.37822580273482,14.795620986873345,,
25g,compound,769539383,70,70,conditional_EA,V1,EA,low,,,,39,21.358787186323884,13.326382853873623,7.805380719990769,,
25g,compound,769539383,70,70,conditional_EA,V1,EA,mid,,,,53,9.627445094009397,6.269602503355713,4.5697747386494,,
25g,compound,769539383,70,70,conditional_EA,V1,EA,high,,,,19,4.371673197314725,3.644277236275626,3.491289624844791,,
25g,compound,769539383,70,70,conditional_EA,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,11.487914141300713,8.762202145286324,8.357975328927225,,
25g,compound,769539383,70,70,conditional_EA,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,9.86324490039485,7.9723798407953455,5.925267351029419,,
25g,compound,769539383,70,70,conditional_EA,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,35.56810953828312,26.70295397425774,20.016481965015686,,
25g,compound,769539383,70,70,conditional_EA,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,46.894352077809266,36.542991267825286,34.71725655614015,,
25g,compound,769539383,70,70,conditional_EA,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,7.0227229285568855,6.205203418992108,5.6001877867997045,,
25g,compound,769539383,70,70,conditional_EA,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,13.05133881022928,10.383286655789679,8.868325983393774,,
25g,compound,769539383,70,70,conditional_EA,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,34.72665026807647,25.708503126263828,19.028604616484074,,
25g,compound,769539383,70,70,conditional_EA,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,52.514821097508296,42.67462009340377,44.37355957969835,,
25g,compound,769539383,70,70,conditional_EA,V2,EA,low,,,,39,29.381193749350857,19.904923350726975,12.919957424580048,,
25g,compound,769539383,70,70,conditional_EA,V2,EA,mid,,,,53,17.275349718523444,11.411040672986083,7.242152794584108,,
25g,compound,769539383,70,70,conditional_EA,V2,EA,high,,,,19,13.104716017019523,9.679556952214364,9.20677048754214,,
25g,compound,769539383,70,70,conditional_EA,V1,flow_ml_min,15,,,,111,14.41573241761209,8.299631815028476,4.860779139464597,16.0,True
25g,compound,769539383,70,70,conditional_EA,V2,flow_ml_min,15,,,,111,21.79905442071568,14.098997733681873,8.868325983393774,16.0,True
25g,compound,769539383,70,70,conditional_policy,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,4.422481553276077,3.4695053415204193,2.497286885392981,,
25g,compound,769539383,70,70,conditional_policy,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,9.387508336857662,5.789388456844769,4.631014162849791,,
25g,compound,769539383,70,70,conditional_policy,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,21.148957960429666,13.773645973435084,8.687385147078999,,
25g,compound,769539383,70,70,conditional_policy,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,32.288303155748316,23.327663694449484,11.506185717571597,,
25g,compound,769539383,70,70,conditional_policy,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.5207470745563105,4.761405653197475,4.5115815369115975,,
25g,compound,769539383,70,70,conditional_policy,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,11.424364795644145,5.768962257263612,4.0201307065230445,,
25g,compound,769539383,70,70,conditional_policy,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,21.22271825224771,14.368527534624343,8.749330511999801,,
25g,compound,769539383,70,70,conditional_policy,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,31.020981822559044,23.37822580273482,14.795620986873345,,
25g,compound,769539383,70,70,conditional_policy,V1,EA,low,,,,39,21.358787186323884,13.326382853873623,7.805380719990769,,
25g,compound,769539383,70,70,conditional_policy,V1,EA,mid,,,,53,9.627445094009397,6.269602503355713,4.5697747386494,,
25g,compound,769539383,70,70,conditional_policy,V1,EA,high,,,,19,4.371673197314725,3.644277236275626,3.491289624844791,,
25g,compound,769539383,70,70,conditional_policy,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,11.487914141300713,8.762202145286324,8.357975328927225,,
25g,compound,769539383,70,70,conditional_policy,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,9.86324490039485,7.9723798407953455,5.925267351029419,,
25g,compound,769539383,70,70,conditional_policy,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,35.56810953828312,26.70295397425774,20.016481965015686,,
25g,compound,769539383,70,70,conditional_policy,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,46.894352077809266,36.542991267825286,34.71725655614015,,
25g,compound,769539383,70,70,conditional_policy,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,7.0227229285568855,6.205203418992108,5.6001877867997045,,
25g,compound,769539383,70,70,conditional_policy,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,13.05133881022928,10.383286655789679,8.868325983393774,,
25g,compound,769539383,70,70,conditional_policy,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,34.72665026807647,25.708503126263828,19.028604616484074,,
25g,compound,769539383,70,70,conditional_policy,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,52.514821097508296,42.67462009340377,44.37355957969835,,
25g,compound,769539383,70,70,conditional_policy,V2,EA,low,,,,39,29.381193749350857,19.904923350726975,12.919957424580048,,
25g,compound,769539383,70,70,conditional_policy,V2,EA,mid,,,,53,17.275349718523444,11.411040672986083,7.242152794584108,,
25g,compound,769539383,70,70,conditional_policy,V2,EA,high,,,,19,13.104716017019523,9.679556952214364,9.20677048754214,,
25g,compound,769539383,70,70,conditional_policy,V1,flow_ml_min,15,,,,111,14.41573241761209,8.299631815028476,4.860779139464597,16.0,True
25g,compound,769539383,70,70,conditional_policy,V2,flow_ml_min,15,,,,111,21.79905442071568,14.098997733681873,8.868325983393774,16.0,True
25g,compound,769539383,70,70,target_head_only,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,5.463189673322985,4.633826523809525,4.696916999999999,,
25g,compound,769539383,70,70,target_head_only,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,11.351642114007555,7.1831011224489805,4.251710000000003,,
25g,compound,769539383,70,70,target_head_only,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,46.274872975133796,32.96221495121951,20.408586999999997,,
25g,compound,769539383,70,70,target_head_only,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,74.37255231919202,64.74459785714286,58.532888499999984,,
25g,compound,769539383,70,70,target_head_only,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,3.881779478482101,3.263948891891892,2.823097999999998,,
25g,compound,769539383,70,70,target_head_only,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,8.468510770982697,7.460280864864865,6.732816,,
25g,compound,769539383,70,70,target_head_only,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,49.736011001986064,37.944233081081094,28.008675,,
25g,compound,769539383,70,70,target_head_only,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,80.46327221233798,73.16991825,60.8648335,,
25g,compound,769539383,70,70,target_head_only,V1,EA,low,,,,39,40.31388772695066,26.49128466666666,13.025079999999999,,
25g,compound,769539383,70,70,target_head_only,V1,EA,mid,,,,53,24.216160836952888,13.264343320754719,6.434478999999998,,
25g,compound,769539383,70,70,target_head_only,V1,EA,high,,,,19,3.792383118617025,3.3980435263157895,3.38021,,
25g,compound,769539383,70,70,target_head_only,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,14.50453318753043,12.214432225806453,11.028521999999999,,
25g,compound,769539383,70,70,target_head_only,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,20.26870767368753,17.06992286666667,14.374962,,
25g,compound,769539383,70,70,target_head_only,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,91.29265878005896,68.84032422857143,45.562584,,
25g,compound,769539383,70,70,target_head_only,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,130.7884782708621,110.31370078571429,103.74945000000001,,
25g,compound,769539383,70,70,target_head_only,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,9.311958582796722,8.728876729729729,8.684145999999998,,
25g,compound,769539383,70,70,target_head_only,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,16.820367405750364,15.868718297297296,15.633484000000003,,
25g,compound,769539383,70,70,target_head_only,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,90.49927606265273,71.51606108108108,45.6204,,
25g,compound,769539383,70,70,target_head_only,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,144.55423803867302,131.12850816666665,121.57443,,
25g,compound,769539383,70,70,target_head_only,V2,EA,low,,,,39,73.20445960271826,49.67307212820513,30.076680000000003,,
25g,compound,769539383,70,70,target_head_only,V2,EA,mid,,,,53,44.25734448571258,26.782152471698115,14.651050000000001,,
25g,compound,769539383,70,70,target_head_only,V2,EA,high,,,,19,14.331406648702206,10.500072736842105,7.300953,,
25g,compound,769539383,70,70,target_head_only,V1,flow_ml_min,15,,,,111,29.21446375220953,16.222820945945948,7.347804,16.0,True
25g,compound,769539383,70,70,target_head_only,V2,flow_ml_min,15,,,,111,53.415841283825095,32.03788536936937,15.688960000000002,16.0,True
25g,compound,769539383,70,70,standard_shallow_finetune,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,4.787659783601886,3.8344857142857145,3.483718999999999,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,8.813537176379969,6.189728877551022,4.348892000000003,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,35.70616248735947,24.937559463414637,15.435306999999998,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,56.411184431378246,47.0229785,44.970800000000004,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.995427671779519,4.564509594594595,3.2604100000000003,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,11.142808989591835,7.002796432432433,5.098420999999998,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,36.81770177035961,26.439744054054053,20.26298,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,59.942083279966646,52.67341266666667,44.970800000000004,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,EA,low,,,,39,31.50335226188436,20.596274846153843,10.864470000000004,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,EA,mid,,,,53,18.145087214342606,9.855636773584905,5.036850000000001,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,EA,high,,,,19,4.610065969596365,4.24512552631579,3.836970000000001,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,10.475430270591037,7.354225580645163,4.446939999999998,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,14.399939302138392,10.671199066666665,6.536112999999997,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,53.72299425698479,36.44008580000001,26.080380000000005,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,75.71653640112812,56.92189464285714,40.48837499999999,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,5.952562010746776,4.690003162162163,3.4987519999999996,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,13.898565122368515,10.673429486486487,7.301777999999999,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,53.344921518266304,38.24705259459459,26.99336000000001,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,85.86891547376428,71.28264491666668,71.93745949999999,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,EA,low,,,,39,44.942364706668116,28.75191610256411,16.449100000000016,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,EA,mid,,,,53,24.726832249773295,13.457898452830186,6.536112999999997,,
25g,compound,769539383,70,70,standard_shallow_finetune,V2,EA,high,,,,19,11.631647046032493,7.8418214736842105,4.693217000000001,,
25g,compound,769539383,70,70,standard_shallow_finetune,V1,flow_ml_min,15,,,,111,22.573150453143583,12.669016693693695,5.595901999999999,16.0,True
25g,compound,769539383,70,70,standard_shallow_finetune,V2,flow_ml_min,15,,,,111,32.011892366965206,17.87016174774775,8.47822,16.0,True
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,8.321483984899706,7.975468212082272,8.079963898658754,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,13.633055447773938,12.228180811843096,11.867851257324219,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,20.949709596886077,14.315014878714958,10.426219844818121,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,31.212189211546686,22.800083180836275,13.348887205123901,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,13.23606383303507,12.480407798612438,12.065934431552886,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,14.347153409426818,10.393816424060512,8.531619334220885,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,19.767279264006422,13.709054216823064,10.426219844818121,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,28.726601603622914,21.351572020848597,15.103383636474632,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,EA,low,,,,39,21.545154995018407,14.796751705194133,9.734442806243898,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,EA,mid,,,,53,11.924711100201938,10.352514807458192,9.596237730979919,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,EA,high,,,,19,12.38792935182602,11.990773734920902,12.065934431552886,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,25.024153035413526,24.354117821878006,22.940672206878663,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,36.514059206592364,35.23931958198547,36.60425877571106,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,61.8704358059005,53.48561084747314,50.753354740142825,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,source_q50,top10,10.401825200000001,16.278407920000003,26.279177599999997,14,78.58866373120931,69.25839037895203,75.73485536575318,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,31.44239631148196,30.45596829427255,29.35191221237183,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,40.97614065306464,38.1600050436484,37.47726039886476,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,55.67386869126509,45.24195675205541,41.52996912002564,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,71.62872508503438,56.97368273735046,51.55458221435546,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,EA,low,,,,39,49.65520571766727,43.59528227219216,44.012596702575706,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,EA,mid,,,,53,43.16184839266966,36.91448252785881,31.81024775505066,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,EA,high,,,,19,31.19728865823008,29.266306880900736,26.89881076812744,,
25g,compound,769539383,70,70,packing_mass_physical_scale,V1,flow_ml_min,15,,,,111,16.03932174633147,12.194426146498675,10.233805632591249,16.0,True
25g,compound,769539383,70,70,packing_mass_physical_scale,V2,flow_ml_min,15,,,,111,43.845364801311504,37.952643363325436,34.04271283149719,16.0,True
25g,compound,769539383,70,70,physics_scale_residual,V1,source_q50,low,4.836678117000001,6.16009695,11.4009781,21,9.415435658008164,7.259406758627516,5.54752195669823,,
25g,compound,769539383,70,70,physics_scale_residual,V1,source_q50,mid,4.836678117000001,6.16009695,11.4009781,49,10.128467867499362,6.463974023776091,4.260389180552874,,
25g,compound,769539383,70,70,physics_scale_residual,V1,source_q50,high,4.836678117000001,6.16009695,11.4009781,41,27.372561151966963,18.861950049913712,14.05929444366835,,
25g,compound,769539383,70,70,physics_scale_residual,V1,source_q50,top10,4.836678117000001,6.16009695,11.4009781,14,41.242952577556125,32.48621533112914,24.091241971635867,,
25g,compound,769539383,70,70,physics_scale_residual,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,8.580265342609051,6.06613576580724,4.1929937979343315,,
25g,compound,769539383,70,70,physics_scale_residual,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,11.42651351339994,6.673591993449698,4.919606223199395,,
25g,compound,769539383,70,70,physics_scale_residual,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,28.499890653269233,20.84195389324762,15.326552954962438,,
25g,compound,769539383,70,70,physics_scale_residual,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,43.276404977985116,34.65216778033729,26.919538647064613,,
25g,compound,769539383,70,70,physics_scale_residual,V1,EA,low,,,,39,26.764643370215055,18.07438235863259,11.467241660660399,,
25g,compound,769539383,70,70,physics_scale_residual,V1,EA,mid,,,,53,12.64031938397585,8.01441665762896,4.681210978658996,,
25g,compound,769539383,70,70,physics_scale_residual,V1,EA,high,,,,19,7.954447575157688,5.939854015876986,4.29796506001205,,
25g,compound,769539383,70,70,physics_scale_residual,V2,source_q50,low,10.401825200000001,16.278407920000003,26.279177599999997,31,12.363345658695822,8.369411530596162,6.157464749419596,,
25g,compound,769539383,70,70,physics_scale_residual,V2,source_q50,mid,10.401825200000001,16.278407920000003,26.279177599999997,45,8.325458397694996,6.417492959821195,4.699593450649772,,
25g,compound,769539383,70,70,physics_scale_residual,V2,source_q50,high,10.401825200000001,16.278407920000003,26.279177599999997,35,43.941730340432926,32.67004030310315,21.284182527018572,,
