column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
25g,compound,2767143051,70,69,target_head_only,width,87,24.453512970515497,16.929921666666665,10.631834000000005
25g,compound,2767143051,70,69,standard_shallow_finetune,center,87,24.567066559951837,15.560107126436781,9.684975999999999
25g,compound,2767143051,70,69,standard_shallow_finetune,width,87,10.716653962556506,6.565266574712643,4.143564999999999
25g,compound,2767143051,70,69,packing_mass_physical_scale,center,87,27.16567490205173,22.32140736216786,19.003419625759122
25g,compound,2767143051,70,69,packing_mass_physical_scale,width,87,39.01663187101831,31.164902671863288,25.651344311237334
25g,compound,2767143051,70,69,physics_scale_residual,center,87,21.612867921656957,12.357101580271545,7.367202575006004
25g,compound,2767143051,70,69,physics_scale_residual,width,87,12.468076151264578,7.8657536684283995,4.566772076818587
25g,compound,2767143051,70,69,raw_column_conditioned,center,87,44.85869228607784,23.48723878448276,8.320742
25g,compound,2767143051,70,69,raw_column_conditioned,width,87,18.52632588462452,11.286674063218388,6.2518129999999985
25g,compound,2767143051,70,69,mass_normalized_column_conditioned,center,87,44.07859270977846,22.850961368965525,7.4007225000000005
25g,compound,2767143051,70,69,mass_normalized_column_conditioned,width,87,18.54160727605411,12.102610485057477,7.817436999999998
25g,compound,2767143051,100,102,scale_only,center,87,18.34709023686509,11.038512696420861,6.3622863709981985
25g,compound,2767143051,100,102,scale_only,width,87,10.605234512763277,7.759337364223063,6.000603633712444
25g,compound,2767143051,100,102,local_identity_shrinkage,center,87,17.2636302840648,9.651852464949144,4.9574525121495405
25g,compound,2767143051,100,102,local_identity_shrinkage,width,87,12.220360086392466,9.366354975914332,7.523378183137744
25g,compound,2767143051,100,102,conditional_EA,center,87,16.652849109336266,9.581264816601285,5.201702005007046
25g,compound,2767143051,100,102,conditional_EA,width,87,11.732325021880177,8.656590461660107,6.417409796951723
25g,compound,2767143051,100,102,conditional_policy,center,87,16.652849109336266,9.581264816601285,5.201702005007046
25g,compound,2767143051,100,102,conditional_policy,width,87,11.732325021880177,8.656590461660107,6.417409796951723
25g,compound,2767143051,100,102,target_head_only,center,87,40.61595143479603,25.91713522988506,13.396121
25g,compound,2767143051,100,102,target_head_only,width,87,24.316396182234115,16.772394528735635,10.506484000000006
25g,compound,2767143051,100,102,standard_shallow_finetune,center,87,22.778819267350293,14.073575396551721,8.222178500000002
25g,compound,2767143051,100,102,standard_shallow_finetune,width,87,10.077449745919138,6.333840287356322,3.9753120000000006
25g,compound,2767143051,100,102,packing_mass_physical_scale,center,87,27.16567490205173,22.32140736216786,19.003419625759122
25g,compound,2767143051,100,102,packing_mass_physical_scale,width,87,39.01663187101831,31.164902671863288,25.651344311237334
25g,compound,2767143051,100,102,physics_scale_residual,center,87,20.54227803319172,12.853912805799682,7.37448682208678
25g,compound,2767143051,100,102,physics_scale_residual,width,87,11.642406676117197,7.9617135926666425,5.126434863807365
25g,compound,2767143051,100,102,raw_column_conditioned,center,87,44.496638535732004,26.590152672413794,12.206134500000001
25g,compound,2767143051,100,102,raw_column_conditioned,width,87,19.282982717615372,12.823278126436783,7.272704999999998
25g,compound,2767143051,100,102,mass_normalized_column_conditioned,center,87,20.334899027009698,11.630272324712642,4.460291500000004
25g,compound,2767143051,100,102,mass_normalized_column_conditioned,width,87,23.75606377447217,16.25503409770115,10.956536999999997
25g,compound,1362771960,30,32,scale_only,center,107,21.706216372585843,12.114644643568889,6.445373739890233
25g,compound,1362771960,30,32,scale_only,width,107,12.972653390486027,8.140488273738253,5.4147459412751715
25g,compound,1362771960,30,32,local_identity_shrinkage,center,107,18.81579684748363,11.116536089809076,5.16835156549508
25g,compound,1362771960,30,32,local_identity_shrinkage,width,107,12.707291373174199,9.599440159861784,7.138430854056704
25g,compound,1362771960,30,32,conditional_EA,center,107,17.865718960946996,10.713689430981406,6.186195480038521
25g,compound,1362771960,30,32,conditional_EA,width,107,11.866600437878347,8.261101175404967,6.223606396401152
25g,compound,1362771960,30,32,conditional_policy,center,107,21.706216372585843,12.114644643568889,6.445373739890233
25g,compound,1362771960,30,32,conditional_policy,width,107,12.972653390486027,8.140488273738253,5.4147459412751715
25g,compound,1362771960,30,32,target_head_only,center,107,38.58514513729344,22.832995747663553,10.760973499999999
25g,compound,1362771960,30,32,target_head_only,width,107,24.114862396184023,15.865565887850467,9.591349999999997
25g,compound,1362771960,30,32,standard_shallow_finetune,center,107,26.049525036090632,13.43085013084112,5.342535499999997
25g,compound,1362771960,30,32,standard_shallow_finetune,width,107,11.20562943153496,6.910927112149534,4.119235999999994
25g,compound,1362771960,30,32,packing_mass_physical_scale,center,107,29.202720528604655,24.493380902415126,22.349181258678435
25g,compound,1362771960,30,32,packing_mass_physical_scale,width,107,39.92524554703079,33.08106348893353,29.117083525657655
25g,compound,1362771960,30,32,physics_scale_residual,center,107,19.523086527916366,11.2799891421004,5.1165165738784
25g,compound,1362771960,30,32,physics_scale_residual,width,107,13.570161531847392,9.561114900171585,6.018304652965787
25g,compound,1362771960,30,32,raw_column_conditioned,center,107,42.593655155069094,26.36682662102804,15.180995499999998
25g,compound,1362771960,30,32,raw_column_conditioned,width,107,17.191917005282995,10.122348479439252,4.699831
25g,compound,1362771960,30,32,mass_normalized_column_conditioned,center,107,38.25844918229248,19.429850446261682,9.6961595
25g,compound,1362771960,30,32,mass_normalized_column_conditioned,width,107,16.535326177542217,11.23079961214953,8.082138999999998
25g,compound,1362771960,50,52,scale_only,center,107,20.15265764780965,15.653729403697557,13.743558291358184
25g,compound,1362771960,50,52,scale_only,width,107,13.555533057564562,9.367867553558188,6.281988491228503
25g,compound,1362771960,50,52,local_identity_shrinkage,center,107,21.446147121140594,16.00641518510763,13.15089957904772
25g,compound,1362771960,50,52,local_identity_shrinkage,width,107,18.81301016782741,12.809738590277425,8.164042180331812
25g,compound,1362771960,50,52,conditional_EA,center,107,21.644475016725146,14.889487759842254,12.616321348637129
25g,compound,1362771960,50,52,conditional_EA,width,107,17.860440157655315,11.836954029488616,7.795496432336602
25g,compound,1362771960,50,52,conditional_policy,center,107,20.15265764780965,15.653729403697557,13.743558291358184
25g,compound,1362771960,50,52,conditional_policy,width,107,13.555533057564562,9.367867553558188,6.281988491228503
25g,compound,1362771960,50,52,target_head_only,center,107,37.9445826645094,21.88119260046729,9.811626499999996
25g,compound,1362771960,50,52,target_head_only,width,107,24.852512831243605,16.712532406542056,10.214084
25g,compound,1362771960,50,52,standard_shallow_finetune,center,107,20.921389962673313,12.98308395046729,7.555355500000001
25g,compound,1362771960,50,52,standard_shallow_finetune,width,107,9.632739141925047,6.913204285981311,5.397363999999989
25g,compound,1362771960,50,52,packing_mass_physical_scale,center,107,29.202720528604655,24.493380902415126,22.349181258678435
25g,compound,1362771960,50,52,packing_mass_physical_scale,width,107,39.92524554703079,33.08106348893353,29.117083525657655
25g,compound,1362771960,50,52,physics_scale_residual,center,107,23.983833406489182,13.911779335976926,8.570944345745005
25g,compound,1362771960,50,52,physics_scale_residual,width,107,13.910606354895318,9.621662105424972,7.189172224346187
25g,compound,1362771960,50,52,raw_column_conditioned,center,107,45.115778124690344,24.69278474158879,12.2987195
25g,compound,1362771960,50,52,raw_column_conditioned,width,107,21.837688280016646,13.046221395327102,8.574096999999998
25g,compound,1362771960,50,52,mass_normalized_column_conditioned,center,107,38.1164647856846,19.601709708878502,9.602405499999996
25g,compound,1362771960,50,52,mass_normalized_column_conditioned,width,107,19.327703455747255,12.198576843925235,7.191860000000002
25g,compound,1362771960,70,70,scale_only,center,107,20.251019734884505,15.7923436560628,13.996620763832311
25g,compound,1362771960,70,70,scale_only,width,107,13.501358784458514,9.378786183964184,6.584473216692281
25g,compound,1362771960,70,70,local_identity_shrinkage,center,107,21.842798909204493,16.555081425321152,13.854229155171996
25g,compound,1362771960,70,70,local_identity_shrinkage,width,107,19.432665333250732,13.274922005082088,8.359830612369421
25g,compound,1362771960,70,70,conditional_EA,center,107,22.18822181266566,15.58408909605199,13.321771933895732
25g,compound,1362771960,70,70,conditional_EA,width,107,18.242589076350942,12.124248781043256,8.187971229931911
25g,compound,1362771960,70,70,conditional_policy,center,107,20.251019734884505,15.7923436560628,13.996620763832311
25g,compound,1362771960,70,70,conditional_policy,width,107,13.501358784458514,9.378786183964184,6.584473216692281
25g,compound,1362771960,70,70,target_head_only,center,107,37.69958478238806,21.640790883177573,9.663061499999998
25g,compound,1362771960,70,70,target_head_only,width,107,24.736261955681048,16.89860531775701,10.513797
25g,compound,1362771960,70,70,standard_shallow_finetune,center,107,23.12565733377755,13.410370478037382,6.9424259999999975
25g,compound,1362771960,70,70,standard_shallow_finetune,width,107,10.132644361202685,6.822924305607477,4.993340999999999
25g,compound,1362771960,70,70,packing_mass_physical_scale,center,107,29.202720528604655,24.493380902415126,22.349181258678435
25g,compound,1362771960,70,70,packing_mass_physical_scale,width,107,39.92524554703079,33.08106348893353,29.117083525657655
25g,compound,1362771960,70,70,physics_scale_residual,center,107,24.23127977738534,14.072130046450315,9.040277549548808
25g,compound,1362771960,70,70,physics_scale_residual,width,107,14.110506222270514,9.103544709407343,5.740238806590771
25g,compound,1362771960,70,70,raw_column_conditioned,center,107,42.293802822409276,21.82007630841122,11.275884999999999
25g,compound,1362771960,70,70,raw_column_conditioned,width,107,22.880142752103275,15.26634691588785,10.270497000000002
25g,compound,1362771960,70,70,mass_normalized_column_conditioned,center,107,37.3262094278242,19.210439531308413,8.860176500000001
25g,compound,1362771960,70,70,mass_normalized_column_conditioned,width,107,19.37114020907272,12.298661741121492,7.771609999999999
25g,compound,1362771960,100,98,scale_only,center,107,19.720119727325446,15.013898563807235,13.176709850208475
25g,compound,1362771960,100,98,scale_only,width,107,12.868957982787222,9.124570630184312,6.53312007876761
25g,compound,1362771960,100,98,local_identity_shrinkage,center,107,19.611210905495533,12.449060960543223,7.960461511110072
25g,compound,1362771960,100,98,local_identity_shrinkage,width,107,15.623006191052877,11.159394387884468,8.433399019161474
25g,compound,1362771960,100,98,conditional_EA,center,107,18.618241641352924,11.899248578048534,7.378446690170605
25g,compound,1362771960,100,98,conditional_EA,width,107,15.516526881531364,11.02497895544542,7.683037750672897
25g,compound,1362771960,100,98,conditional_policy,center,107,18.618241641352924,11.899248578048534,7.378446690170605
25g,compound,1362771960,100,98,conditional_policy,width,107,15.516526881531364,11.02497895544542,7.683037750672897
25g,compound,1362771960,100,98,target_head_only,center,107,37.26219317538978,21.83314135981308,10.345962499999999
25g,compound,1362771960,100,98,target_head_only,width,107,25.216165441518484,17.058317710280374,10.489135000000001
25g,compound,1362771960,100,98,standard_shallow_finetune,center,107,25.372450113738118,14.485562616822431,7.904837499999999
25g,compound,1362771960,100,98,standard_shallow_finetune,width,107,10.952184160964482,7.272053177570094,5.2412459999999985
25g,compound,1362771960,100,98,packing_mass_physical_scale,center,107,29.202720528604655,24.493380902415126,22.349181258678435
25g,compound,1362771960,100,98,packing_mass_physical_scale,width,107,39.92524554703079,33.08106348893353,29.117083525657655
25g,compound,1362771960,100,98,physics_scale_residual,center,107,19.592832834396916,12.57237777396197,8.781149539845899
25g,compound,1362771960,100,98,physics_scale_residual,width,107,10.776115468699382,6.960513138519939,4.587413458696368
25g,compound,1362771960,100,98,raw_column_conditioned,center,107,40.375700174930664,18.46033404906542,7.334404999999997
25g,compound,1362771960,100,98,raw_column_conditioned,width,107,18.414795627845844,10.0187743317757,5.145012000000001
25g,compound,1362771960,100,98,mass_normalized_column_conditioned,center,107,39.310754719291545,20.058139690654205,8.952182
25g,compound,1362771960,100,98,mass_normalized_column_conditioned,width,107,19.313905162792647,12.48991882429907,8.092792
40g,row,769539383,30,30,scale_only,center,106,32.84588959662303,23.85398069282665,18.196381030631475
40g,row,769539383,30,30,scale_only,width,106,20.554674494574215,15.862054439655566,12.637287904705923
40g,row,769539383,30,30,local_identity_shrinkage,center,106,26.372874937689456,16.70241657071279,9.492341858363769
40g,row,769539383,30,30,local_identity_shrinkage,width,106,24.206206477464914,17.48671481074278,12.870983974149034
